"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2003"	"2003"	"Ohio"	"39"	14	11434788	0.1 (Unreliable)
	"2003"	"2003"	"Pennsylvania"	"42"	21	12374658	0.2
	"2003"	"2003"	"Texas"	"48"	60	22030931	0.3
	"2003"	"2003"	"Wisconsin"	"55"	11	5479203	0.2 (Unreliable)
"Total"	"2003"	"2003"			545	290107933	0.2
	"2004"	"2004"	"California"	"06"	150	35574576	0.4
	"2004"	"2004"	"Florida"	"12"	36	17415318	0.2
	"2004"	"2004"	"Georgia"	"13"	17	8769252	0.2 (Unreliable)
	"2004"	"2004"	"Illinois"	"17"	17	12589773	0.1 (Unreliable)
	"2004"	"2004"	"Louisiana"	"22"	26	4552238	0.6
	"2004"	"2004"	"Maryland"	"24"	17	5546935	0.3 (Unreliable)
	"2004"	"2004"	"Michigan"	"26"	57	10055315	0.6
	"2004"	"2004"	"Mississippi"	"28"	11	2889010	0.4 (Unreliable)
	"2004"	"2004"	"Montana"	"30"	10	930009	1.1 (Unreliable)
	"2004"	"2004"	"New Jersey"	"34"	40	8634561	0.5
	"2004"	"2004"	"New York"	"36"	78	19171567	0.4
	"2004"	"2004"	"Oklahoma"	"40"	15	3525233	0.4 (Unreliable)
	"2004"	"2004"	"Pennsylvania"	"42"	14	12410722	0.1 (Unreliable)
	"2004"	"2004"	"Texas"	"48"	48	22394023	0.2
	"2004"	"2004"	"Washington"	"53"	16	6178645	0.3 (Unreliable)
"Total"	"2004"	"2004"			697	292805298	0.2
	"2005"	"2005"	"Alabama"	"01"	12	4569805	0.3 (Unreliable)
	"2005"	"2005"	"California"	"06"	119	35827943	0.3
	"2005"	"2005"	"Florida"	"12"	59	17842038	0.3
	"2005"	"2005"	"Georgia"	"13"	32	8925922	0.4
	"2005"	"2005"	"Illinois"	"17"	15	12609903	0.1 (Unreliable)
	"2005"	"2005"	"Kentucky"	"21"	11	4182742	0.3 (Unreliable)
	"2005"	"2005"	"Louisiana"	"22"	15	4576628	0.3 (Unreliable)
	"2005"	"2005"	"Maryland"	"24"	19	5592379	0.3 (Unreliable)
	"2005"	"2005"	"Michigan"	"26"	52	10051137	0.5
	"2005"	"2005"	"Mississippi"	"28"	13	2905943	0.4 (Unreliable)
	"2005"	"2005"	"Missouri"	"29"	15	5790300	0.3 (Unreliable)
	"2005"	"2005"	"New Jersey"	"34"	23	8651974	0.3
	"2005"	"2005"	"New York"	"36"	55	19132610	0.3
	"2005"	"2005"	"North Carolina"	"37"	18	8705407	0.2 (Unreliable)
	"2005"	"2005"	"Ohio"	"39"	13	11463320	0.1 (Unreliable)
	"2005"	"2005"	"Oklahoma"	"40"	22	3548597	0.6
	"2005"	"2005"	"Pennsylvania"	"42"	16	12449990	0.1 (Unreliable)
	"2005"	"2005"	"South Carolina"	"45"	16	4270150	0.4 (Unreliable)
	"2005"	"2005"	"Texas"	"48"	70	22778123	0.3
	"2005"	"2005"	"Virginia"	"51"	14	7577105	0.2 (Unreliable)
	"2005"	"2005"	"Washington"	"53"	14	6257305	0.2 (Unreliable)
	"2005"	"2005"	"Wisconsin"	"55"	17	5546166	0.3 (Unreliable)
"Total"	"2005"	"2005"			760	295516599	0.3
	"2006"	"2006"	"Alabama"	"01"	10	4628981	0.2 (Unreliable)
	"2006"	"2006"	"California"	"06"	122	36021202	0.3
	"2006"	"2006"	"Florida"	"12"	45	18166990	0.2
	"2006"	"2006"	"Georgia"	"13"	27	9155813	0.3
	"2006"	"2006"	"Hawaii"	"15"	12	1309731	0.9 (Unreliable)
	"2006"	"2006"	"Illinois"	"17"	33	12643955	0.3
	"2006"	"2006"	"Maryland"	"24"	18	5627367	0.3 (Unreliable)
	"2006"	"2006"	"Michigan"	"26"	30	10036081	0.3
	"2006"	"2006"	"Mississippi"	"28"	15	2904978	0.5 (Unreliable)
	"2006"	"2006"	"Missouri"	"29"	14	5842704	0.2 (Unreliable)
	"2006"	"2006"	"New Jersey"	"34"	32	8661679	0.4
	"2006"	"2006"	"New York"	"36"	68	19104631	0.4
	"2006"	"2006"	"Ohio"	"39"	13	11481213	0.1 (Unreliable)
	"2006"	"2006"	"Oklahoma"	"40"	14	3594090	0.4 (Unreliable)
	"2006"	"2006"	"Pennsylvania"	"42"	28	12510809	0.2
	"2006"	"2006"	"Texas"	"48"	90	23359580	0.4
	"2006"	"2006"	"Utah"	"49"	10	2525507	0.4 (Unreliable)
	"2006"	"2006"	"Washington"	"53"	10	6370753	0.2 (Unreliable)
	"2006"	"2006"	"Wisconsin"	"55"	14	5577655	0.3 (Unreliable)
"Total"	"2006"	"2006"			760	298379912	0.3
	"2007"	"2007"	"California"	"06"	97	36250311	0.3
	"2007"	"2007"	"Florida"	"12"	52	18367842	0.3
	"2007"	"2007"	"Georgia"	"13"	22	9349988	0.2
	"2007"	"2007"	"Illinois"	"17"	34	12695866	0.3
	"2007"	"2007"	"Kentucky"	"21"	13	4256672	0.3 (Unreliable)
	"2007"	"2007"	"Louisiana"	"22"	12	4375581	0.3 (Unreliable)
	"2007"	"2007"	"Maryland"	"24"	20	5653408	0.4
	"2007"	"2007"	"Michigan"	"26"	32	10001284	0.3
	"2007"	"2007"	"Mississippi"	"28"	11	2928350	0.4 (Unreliable)
	"2007"	"2007"	"Missouri"	"29"	11	5887612	0.2 (Unreliable)
	"2007"	"2007"	"New Jersey"	"34"	36	8677885	0.4
	"2007"	"2007"	"New Mexico"	"35"	10	1990070	0.5 (Unreliable)
	"2007"	"2007"	"New York"	"36"	51	19132335	0.3
	"2007"	"2007"	"North Carolina"	"37"	17	9118037	0.2 (Unreliable)
	"2007"	"2007"	"Ohio"	"39"	31	11500468	0.3
	"2007"	"2007"	"Oklahoma"	"40"	13	3634349	0.4 (Unreliable)
	"2007"	"2007"	"Oregon"	"41"	10	3722417	0.3 (Unreliable)
	"2007"	"2007"	"Pennsylvania"	"42"	40	12563937	0.3
	"2007"	"2007"	"South Carolina"	"45"	20	4444110	0.5
	"2007"	"2007"	"Texas"	"48"	80	23831983	0.3
	"2007"	"2007"	"Utah"	"49"	11	2597746	0.4 (Unreliable)
	"2007"	"2007"	"Virginia"	"51"	15	7751000	0.2 (Unreliable)
	"2007"	"2007"	"Washington"	"53"	13	6461587	0.2 (Unreliable)
	"2007"	"2007"	"Wisconsin"	"55"	15	5610775	0.3 (Unreliable)
"Total"	"2007"	"2007"			769	301231207	0.3
	"2008"	"2008"	"Arizona"	"04"	11	6280362	0.2 (Unreliable)
	"2008"	"2008"	"Arkansas"	"05"	24	2874554	0.8
	"2008"	"2008"	"California"	"06"	102	36604337	0.3
	"2008"	"2008"	"Florida"	"12"	36	18527305	0.2
	"2008"	"2008"	"Georgia"	"13"	23	9504843	0.2
	"2008"	"2008"	"Illinois"	"17"	31	12747038	0.2
	"2008"	"2008"	"Indiana"	"18"	14	6424806	0.2 (Unreliable)
	"2008"	"2008"	"Kansas"	"20"	13	2808076	0.5 (Unreliable)
	"2008"	"2008"	"Kentucky"	"21"	12	4289878	0.3 (Unreliable)
	"2008"	"2008"	"Maryland"	"24"	19	5684965	0.3 (Unreliable)
	"2008"	"2008"	"Michigan"	"26"	30	9946889	0.3
	"2008"	"2008"	"Mississippi"	"28"	14	2947806	0.5 (Unreliable)
	"2008"	"2008"	"Missouri"	"29"	16	5923916	0.3 (Unreliable)
	"2008"	"2008"	"New Jersey"	"34"	28	8711090	0.3
	"2008"	"2008"	"New Mexico"	"35"	13	2010662	0.6 (Unreliable)
	"2008"	"2008"	"New York"	"36"	73	19212436	0.4
	"2008"	"2008"	"North Carolina"	"37"	13	9309449	0.1 (Unreliable)
	"2008"	"2008"	"Ohio"	"39"	27	11515391	0.2
	"2008"	"2008"	"Oklahoma"	"40"	15	3668976	0.4 (Unreliable)
	"2008"	"2008"	"Pennsylvania"	"42"	28	12612285	0.2
	"2008"	"2008"	"South Carolina"	"45"	26	4528996	0.6
	"2008"	"2008"	"Tennessee"	"47"	11	6247411	0.2 (Unreliable)
	"2008"	"2008"	"Texas"	"48"	96	24309039	0.4
	"2008"	"2008"	"Washington"	"53"	12	6562231	0.2 (Unreliable)
"Total"	"2008"	"2008"			795	304093966	0.3
	"2009"	"2009"	"Arkansas"	"05"	20	2896843	0.7
	"2009"	"2009"	"California"	"06"	107	36961229	0.3
	"2009"	"2009"	"Florida"	"12"	71	18652644	0.4
	"2009"	"2009"	"Georgia"	"13"	36	9620846	0.4
	"2009"	"2009"	"Illinois"	"17"	35	12796778	0.3
	"2009"	"2009"	"Indiana"	"18"	16	6459325	0.2 (Unreliable)
	"2009"	"2009"	"Kansas"	"20"	13	2832704	0.5 (Unreliable)
	"2009"	"2009"	"Maryland"	"24"	18	5730388	0.3 (Unreliable)
	"2009"	"2009"	"Michigan"	"26"	34	9901591	0.3
	"2009"	"2009"	"Minnesota"	"27"	11	5281203	0.2 (Unreliable)
	"2009"	"2009"	"Mississippi"	"28"	14	2958774	0.5 (Unreliable)
	"2009"	"2009"	"Missouri"	"29"	18	5961088	0.3 (Unreliable)
	"2009"	"2009"	"New Jersey"	"34"	37	8755602	0.4
	"2009"	"2009"	"New York"	"36"	70	19307066	0.4
	"2009"	"2009"	"North Carolina"	"37"	21	9449566	0.2
	"2009"	"2009"	"Ohio"	"39"	57	11528896	0.5
	"2009"	"2009"	"Oklahoma"	"40"	28	3717572	0.8
	"2009"	"2009"	"Pennsylvania"	"42"	39	12666858	0.3
	"2009"	"2009"	"South Carolina"	"45"	23	4589872	0.5
	"2009"	"2009"	"Tennessee"	"47"	10	6306019	0.2 (Unreliable)
	"2009"	"2009"	"Texas"	"48"	127	24801761	0.5
	"2009"	"2009"	"Virginia"	"51"	11	7925937	0.1 (Unreliable)
	"2009"	"2009"	"Washington"	"53"	12	6667426	0.2 (Unreliable)
	"2009"	"2009"	"Wisconsin"	"55"	13	5669264	0.2 (Unreliable)
"Total"	"2009"	"2009"			960	306771529	0.3
	"2010"	"2010"	"Arizona"	"04"	17	6392017	0.3 (Unreliable)
	"2010"	"2010"	"Arkansas"	"05"	13	2915918	0.4 (Unreliable)
	"2010"	"2010"	"California"	"06"	82	37253956	0.2
	"2010"	"2010"	"Florida"	"12"	47	18801310	0.2
	"2010"	"2010"	"Georgia"	"13"	38	9687653	0.4
	"2010"	"2010"	"Idaho"	"16"	10	1567582	0.6 (Unreliable)
	"2010"	"2010"	"Illinois"	"17"	29	12830632	0.2
	"2010"	"2010"	"Indiana"	"18"	14	6483802	0.2 (Unreliable)
	"2010"	"2010"	"Kansas"	"20"	11	2853118	0.4 (Unreliable)
	"2010"	"2010"	"Kentucky"	"21"	17	4339367	0.4 (Unreliable)
	"2010"	"2010"	"Maryland"	"24"	26	5773552	0.5
	"2010"	"2010"	"Michigan"	"26"	47	9883640	0.5
	"2010"	"2010"	"Mississippi"	"28"	12	2967297	0.4 (Unreliable)
	"2010"	"2010"	"Missouri"	"29"	12	5988927	0.2 (Unreliable)
	"2010"	"2010"	"New Jersey"	"34"	30	8791894	0.3
	"2010"	"2010"	"New York"	"36"	67	19378102	0.3
	"2010"	"2010"	"North Carolina"	"37"	10	9535483	0.1 (Unreliable)
	"2010"	"2010"	"Ohio"	"39"	40	11536504	0.3
	"2010"	"2010"	"Oklahoma"	"40"	20	3751351	0.5
	"2010"	"2010"	"Pennsylvania"	"42"	34	12702379	0.3
	"2010"	"2010"	"South Carolina"	"45"	18	4625364	0.4 (Unreliable)
	"2010"	"2010"	"Texas"	"48"	101	25145561	0.4
	"2010"	"2010"	"Washington"	"53"	11	6724540	0.2 (Unreliable)
	"2010"	"2010"	"Wisconsin"	"55"	12	5686986	0.2 (Unreliable)
"Total"	"2010"	"2010"			825	308745538	0.3
	"2011"	"2011"	"Arizona"	"04"	15	6468732	0.2 (Unreliable)
	"2011"	"2011"	"Arkansas"	"05"	10	2938538	0.3 (Unreliable)
	"2011"	"2011"	"California"	"06"	71	37700034	0.2
	"2011"	"2011"	"Connecticut"	"09"	14	3589759	0.4 (Unreliable)
	"2011"	"2011"	"Florida"	"12"	50	19105533	0.3
	"2011"	"2011"	"Georgia"	"13"	48	9812280	0.5
	"2011"	"2011"	"Illinois"	"17"	45	12861882	0.3
	"2011"	"2011"	"Indiana"	"18"	43	6516845	0.7
	"2011"	"2011"	"Kentucky"	"21"	11	4367882	0.3 (Unreliable)
	"2011"	"2011"	"Maryland"	"24"	24	5844171	0.4
	"2011"	"2011"	"Michigan"	"26"	33	9876589	0.3
	"2011"	"2011"	"Minnesota"	"27"	13	5348119	0.2 (Unreliable)
	"2011"	"2011"	"Mississippi"	"28"	18	2977999	0.6 (Unreliable)
	"2011"	"2011"	"Missouri"	"29"	17	6010587	0.3 (Unreliable)
	"2011"	"2011"	"New Jersey"	"34"	48	8842934	0.5
	"2011"	"2011"	"New Mexico"	"35"	12	2078226	0.6 (Unreliable)
	"2011"	"2011"	"New York"	"36"	64	19523202	0.3
	"2011"	"2011"	"North Carolina"	"37"	11	9651025	0.1 (Unreliable)
	"2011"	"2011"	"Ohio"	"39"	35	11545442	0.3
	"2011"	"2011"	"Oklahoma"	"40"	20	3786626	0.5
	"2011"	"2011"	"Oregon"	"41"	10	3868509	0.3 (Unreliable)
	"2011"	"2011"	"Pennsylvania"	"42"	23	12745202	0.2
	"2011"	"2011"	"South Carolina"	"45"	19	4672733	0.4 (Unreliable)
	"2011"	"2011"	"Texas"	"48"	131	25654464	0.5
	"2011"	"2011"	"Virginia"	"51"	18	8110783	0.2 (Unreliable)
	"2011"	"2011"	"Washington"	"53"	14	6823229	0.2 (Unreliable)
	"2011"	"2011"	"Wisconsin"	"55"	15	5709720	0.3 (Unreliable)
"Total"	"2011"	"2011"			931	311718857	0.3
	"2012"	"2012"	"Arizona"	"04"	25	6553262	0.4
	"2012"	"2012"	"Arkansas"	"05"	18	2949499	0.6 (Unreliable)
	"2012"	"2012"	"California"	"06"	81	38056055	0.2
	"2012"	"2012"	"Florida"	"12"	64	19352021	0.3
	"2012"	"2012"	"Georgia"	"13"	40	9917639	0.4
	"2012"	"2012"	"Illinois"	"17"	35	12875167	0.3
	"2012"	"2012"	"Indiana"	"18"	36	6538283	0.6
	"2012"	"2012"	"Louisiana"	"22"	28	4603676	0.6
	"2012"	"2012"	"Maryland"	"24"	20	5890740	0.3
	"2012"	"2012"	"Michigan"	"26"	29	9886879	0.3
	"2012"	"2012"	"Minnesota"	"27"	15	5380443	0.3 (Unreliable)
	"2012"	"2012"	"Mississippi"	"28"	15	2985660	0.5 (Unreliable)
	"2012"	"2012"	"Missouri"	"29"	34	6025468	0.6
	"2012"	"2012"	"New Jersey"	"34"	36	8874893	0.4
	"2012"	"2012"	"New York"	"36"	58	19606981	0.3
	"2012"	"2012"	"North Carolina"	"37"	10	9747021	0.1 (Unreliable)
	"2012"	"2012"	"Ohio"	"39"	39	11551783	0.3
	"2012"	"2012"	"Oklahoma"	"40"	15	3817679	0.4 (Unreliable)
	"2012"	"2012"	"Pennsylvania"	"42"	30	12772789	0.2
	"2012"	"2012"	"South Carolina"	"45"	16	4721341	0.3 (Unreliable)
	"2012"	"2012"	"Tennessee"	"47"	40	6455469	0.6
	"2012"	"2012"	"Texas"	"48"	159	26089741	0.6
	"2012"	"2012"	"Virginia"	"51"	14	8193374	0.2 (Unreliable)
	"2012"	"2012"	"Washington"	"53"	17	6897292	0.2 (Unreliable)
"Total"	"2012"	"2012"			990	314102623	0.3
	"2013"	"2013"	"Arizona"	"04"	23	6630799	0.3
	"2013"	"2013"	"Arkansas"	"05"	15	2957957	0.5 (Unreliable)
	"2013"	"2013"	"California"	"06"	77	38414128	0.2
	"2013"	"2013"	"Colorado"	"08"	12	5271132	0.2 (Unreliable)
	"2013"	"2013"	"Florida"	"12"	83	19594467	0.4
	"2013"	"2013"	"Georgia"	"13"	82	9991562	0.8
	"2013"	"2013"	"Illinois"	"17"	27	12889580	0.2
	"2013"	"2013"	"Indiana"	"18"	35	6570518	0.5
	"2013"	"2013"	"Kansas"	"20"	15	2894630	0.5 (Unreliable)
	"2013"	"2013"	"Kentucky"	"21"	19	4398500	0.4 (Unreliable)
	"2013"	"2013"	"Louisiana"	"22"	47	4627491	1.0
	"2013"	"2013"	"Maryland"	"24"	15	5936040	0.3 (Unreliable)
	"2013"	"2013"	"Michigan"	"26"	36	9900506	0.4
	"2013"	"2013"	"Minnesota"	"27"	11	5420541	0.2 (Unreliable)
	"2013"	"2013"	"Mississippi"	"28"	13	2990976	0.4 (Unreliable)
	"2013"	"2013"	"Missouri"	"29"	30	6043708	0.5
	"2013"	"2013"	"New Jersey"	"34"	57	8907384	0.6
	"2013"	"2013"	"New York"	"36"	63	19691032	0.3
	"2013"	"2013"	"North Carolina"	"37"	15	9845432	0.2 (Unreliable)
	"2013"	"2013"	"Ohio"	"39"	30	11572232	0.3
	"2013"	"2013"	"Oklahoma"	"40"	20	3853405	0.5
	"2013"	"2013"	"Oregon"	"41"	12	3928030	0.3 (Unreliable)
	"2013"	"2013"	"Pennsylvania"	"42"	35	12783536	0.3
	"2013"	"2013"	"South Carolina"	"45"	17	4768498	0.4 (Unreliable)
	"2013"	"2013"	"Tennessee"	"47"	28	6496130	0.4
	"2013"	"2013"	"Texas"	"48"	168	26500674	0.6
	"2013"	"2013"	"Utah"	"49"	16	2903685	0.6 (Unreliable)
	"2013"	"2013"	"Virginia"	"51"	15	8267875	0.2 (Unreliable)
	"2013"	"2013"	"Washington"	"53"	20	6973281	0.3
	"2013"	"2013"	"Wisconsin"	"55"	12	5743653	0.2 (Unreliable)
"Total"	"2013"	"2013"			1138	316427395	0.4
	"2014"	"2014"	"Arizona"	"04"	24	6728783	0.4
	"2014"	"2014"	"Arkansas"	"05"	23	2966835	0.8
	"2014"	"2014"	"California"	"06"	88	38792291	0.2
	"2014"	"2014"	"Colorado"	"08"	16	5355588	0.3 (Unreliable)
	"2014"	"2014"	"Florida"	"12"	62	19905569	0.3
	"2014"	"2014"	"Georgia"	"13"	104	10097132	1.0
	"2014"	"2014"	"Illinois"	"17"	32	12882189	0.2
	"2014"	"2014"	"Indiana"	"18"	38	6597880	0.6
	"2014"	"2014"	"Iowa"	"19"	11	3109481	0.4 (Unreliable)
	"2014"	"2014"	"Louisiana"	"22"	40	4648990	0.9
	"2014"	"2014"	"Maryland"	"24"	22	5975346	0.4
	"2014"	"2014"	"Michigan"	"26"	29	9916306	0.3
	"2014"	"2014"	"Minnesota"	"27"	10	5457125	0.2 (Unreliable)
	"2014"	"2014"	"Missouri"	"29"	34	6063827	0.6
	"2014"	"2014"	"New Jersey"	"34"	55	8938844	0.6
	"2014"	"2014"	"New York"	"36"	61	19748858	0.3
	"2014"	"2014"	"North Carolina"	"37"	34	9940387	0.3
	"2014"	"2014"	"Ohio"	"39"	22	11596998	0.2
	"2014"	"2014"	"Oklahoma"	"40"	13	3879610	0.3 (Unreliable)
	"2014"	"2014"	"Pennsylvania"	"42"	35	12793767	0.3
	"2014"	"2014"	"South Carolina"	"45"	24	4829160	0.5
	"2014"	"2014"	"Tennessee"	"47"	24	6547779	0.4
	"2014"	"2014"	"Texas"	"48"	147	26979078	0.5
	"2014"	"2014"	"Utah"	"49"	12	2944498	0.4 (Unreliable)
	"2014"	"2014"	"Virginia"	"51"	18	8328098	0.2 (Unreliable)
	"2014"	"2014"	"Washington"	"53"	20	7063166	0.3
	"2014"	"2014"	"Wisconsin"	"55"	16	5759432	0.3 (Unreliable)
"Total"	"2014"	"2014"			1123	318907401	0.4
	"2015"	"2015"	"Alabama"	"01"	12	4858979	0.2 (Unreliable)
	"2015"	"2015"	"Arizona"	"04"	20	6828065	0.3
	"2015"	"2015"	"Arkansas"	"05"	16	2978204	0.5 (Unreliable)
	"2015"	"2015"	"California"	"06"	84	39144818	0.2
	"2015"	"2015"	"Colorado"	"08"	10	5456574	0.2 (Unreliable)
	"2015"	"2015"	"Florida"	"12"	68	20271272	0.3
	"2015"	"2015"	"Georgia"	"13"	98	10214860	1.0
	"2015"	"2015"	"Illinois"	"17"	40	12859995	0.3
	"2015"	"2015"	"Indiana"	"18"	46	6619680	0.7
	"2015"	"2015"	"Kentucky"	"21"	17	4425092	0.4 (Unreliable)
	"2015"	"2015"	"Louisiana"	"22"	44	4670724	0.9
	"2015"	"2015"	"Maryland"	"24"	16	6006401	0.3 (Unreliable)
	"2015"	"2015"	"Michigan"	"26"	27	9922576	0.3
	"2015"	"2015"	"Missouri"	"29"	33	6083672	0.5
	"2015"	"2015"	"New Jersey"	"34"	39	8958013	0.4
	"2015"	"2015"	"New York"	"36"	64	19795791	0.3
	"2015"	"2015"	"North Carolina"	"37"	44	10042802	0.4
	"2015"	"2015"	"Ohio"	"39"	41	11613423	0.4
	"2015"	"2015"	"Oklahoma"	"40"	14	3911338	0.4 (Unreliable)
	"2015"	"2015"	"Pennsylvania"	"42"	32	12802503	0.2
	"2015"	"2015"	"South Carolina"	"45"	20	4896146	0.4
	"2015"	"2015"	"Tennessee"	"47"	29	6600299	0.4
	"2015"	"2015"	"Texas"	"48"	157	27469114	0.6
	"2015"	"2015"	"Utah"	"49"	13	2995919	0.4 (Unreliable)
	"2015"	"2015"	"Virginia"	"51"	31	8382993	0.4
	"2015"	"2015"	"Washington"	"53"	11	7170351	0.2 (Unreliable)
	"2015"	"2015"	"Wisconsin"	"55"	11	5771337	0.2 (Unreliable)
"Total"	"2015"	"2015"			1140	321418820	0.4
"Total"					13038	5113283300	0.3
"---"
"Dataset: Compressed Mortality, 1999-2015"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Age Group: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: O00-O99 (Pregnancy, childbirth and the puerperium)"
"Race: All"
"States: All"
"Year: All, 1999 to 2015"
"Group By: Year, State"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Dec 11, 2017 11:30:50 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2015 on CDC WONDER Online Database, released December 2016. Data are from the Compressed Mortality File 1999-2015 Series 20"
"No. 2U, 2016, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Dec 11, 2017 11:30:50 PM"
"---"
Messages:
"1. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Due to confidentiality constraints, sub-national death counts and rates are suppressed when the number of deaths is less than"
"10. Figures representing infant deaths and births have additional constraints for national and local data. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. About sub-national population figures for regions, divisions, states and counties: population figures for 1999 are from the"
